code	name	type	scope	status
umi	Ukit	living	individual	pending
umm	Umon	living	individual	pending
umn	Makyan Naga	living	individual	pending
umo	Umotína	extinct	individual	pending
ump	Umpila	living	individual	pending
umr	Umbugarla	extinct	individual	pending
ums	Pendau	living	individual	pending
umu	Munsee	living	individual	pending
una	North Watut	living	individual	pending
und	Undetermined	special	special	pending
une	Uneme	living	individual	pending
ung	Ngarinyin	living	individual	pending
unk	Enawené-Nawé	living	individual	pending
unm	Unami	extinct	individual	pending
unn	Kurnai	living	individual	pending
unr	Mundari	living	individual	pending
unu	Unubahe	living	individual	pending
unx	Munda	living	individual	pending
unz	Unde Kaili	living	individual	pending
upi	Umeda	living	individual	pending
upv	Uripiv-Wala-Rano-Atchin	living	individual	pending
ura	Urarina	living	individual	pending
urb	Urubú-Kaapor	living	individual	pending
urc	Urningangg	extinct	individual	pending
urd	Urdu	living	individual	seeded
ure	Uru	living	individual	pending
urf	Uradhi	extinct	individual	pending
urg	Urigina	living	individual	pending
urh	Urhobo	living	individual	pending
uri	Urim	living	individual	pending
urk	Urak Lawoi'	living	individual	pending
url	Urali	living	individual	pending
urm	Urapmin	living	individual	pending
urn	Uruangnirin	living	individual	pending
uro	Ura (Papua New Guinea)	living	individual	pending
urp	Uru-Pa-In	living	individual	pending
urr	Lehalurup	living	individual	pending
urt	Urat	living	individual	pending
uru	Urumi	extinct	individual	pending
urv	Uruava	extinct	individual	pending
urw	Sop	living	individual	pending
urx	Urimo	living	individual	pending
ury	Orya	living	individual	pending
urz	Uru-Eu-Wau-Wau	living	individual	pending
usa	Usarufa	living	individual	pending
ush	Ushojo	living	individual	pending
usi	Usui	living	individual	pending
usk	Usaghade	living	individual	pending
usp	Uspanteco	living	individual	pending
uss	us-Saare	living	individual	pending
usu	Uya	living	individual	pending
uta	Otank	living	individual	pending
ute	Ute-Southern Paiute	living	individual	pending
uth	ut-Hun	living	individual	pending
utp	Amba (Solomon Islands)	living	individual	pending
utr	Etulo	living	individual	pending
utu	Utu	living	individual	pending
uum	Urum	living	individual	pending
uun	Kulon-Pazeh	living	individual	pending
uur	Ura (Vanuatu)	living	individual	pending
uuu	U	living	individual	pending
uve	West Uvean	living	individual	pending
uvh	Uri	living	individual	pending
uvl	Lote	living	individual	pending
uwa	Kuku-Uwanh	living	individual	pending
uya	Doko-Uyanga	living	individual	pending
uzb	Uzbek	living	macrolanguage	pending
uzn	Northern Uzbek	living	individual	pending
uzs	Southern Uzbek	living	individual	pending
vaa	Vaagri Booli	living	individual	pending
vae	Vale	living	individual	pending
vaf	Vafsi	living	individual	pending
vag	Vagla	living	individual	pending
vah	Varhadi-Nagpuri	living	individual	pending
vai	Vai	living	individual	pending
vaj	Sekele	living	individual	pending
val	Vehes	living	individual	pending
vam	Vanimo	living	individual	pending
van	Valman	living	individual	pending
vao	Vao	living	individual	pending
vap	Vaiphei	living	individual	pending
var	Huarijio	living	individual	pending
vas	Vasavi	living	individual	pending
vau	Vanuma	living	individual	pending
vav	Varli	living	individual	pending
vay	Wayu	living	individual	pending
vbb	Southeast Babar	living	individual	pending
vbk	Southwestern Bontok	living	individual	pending
vec	Venetian	living	individual	pending
ved	Veddah	living	individual	pending
vel	Veluws	living	individual	pending
vem	Vemgo-Mabas	living	individual	pending
ven	Venda	living	individual	pending
veo	Ventureño	extinct	individual	pending
vep	Veps	living	individual	pending
ver	Mom Jango	living	individual	pending
vgr	Vaghri	living	individual	pending
vgt	Vlaamse Gebarentaal	living	individual	pending
vic	Virgin Islands Creole English	living	individual	pending
vid	Vidunda	living	individual	pending
vie	Vietnamese	living	individual	pending
vif	Vili	living	individual	pending
vig	Viemo	living	individual	pending
vil	Vilela	living	individual	pending
vin	Vinza	living	individual	pending
vis	Vishavan	living	individual	pending
vit	Viti	living	individual	pending
viv	Iduna	living	individual	pending
vka	Kariyarra	extinct	individual	pending
vki	Ija-Zuba	living	individual	pending
vkj	Kujarge	living	individual	pending
vkk	Kaur	living	individual	pending
vkl	Kulisusu	living	individual	pending
vkm	Kamakan	extinct	individual	pending
vko	Kodeoha	living	individual	pending
vkp	Korlai Creole Portuguese	living	individual	pending
vkt	Tenggarong Kutai Malay	living	individual	pending
vku	Kurrama	living	individual	pending
vlp	Valpei	living	individual	pending
vls	Vlaams	living	individual	pending
vma	Martuyhunira	living	individual	pending
vmb	Barbaram	extinct	individual	pending
vmc	Juxtlahuaca Mixtec	living	individual	pending
vmd	Mudu Koraga	living	individual	pending
vme	East Masela	living	individual	pending
vmf	Mainfränkisch	living	individual	pending
vmg	Lungalunga	living	individual	pending
vmh	Maraghei	living	individual	pending
vmi	Miwa	extinct	individual	pending
vmj	Ixtayutla Mixtec	living	individual	pending
vmk	Makhuwa-Shirima	living	individual	pending
vml	Malgana	extinct	individual	pending
vmm	Mitlatongo Mixtec	living	individual	pending
vmp	Soyaltepec Mazatec	living	individual	pending
vmq	Soyaltepec Mixtec	living	individual	pending
vmr	Marenje	living	individual	pending
vms	Moksela	extinct	individual	pending
vmu	Muluridyi	extinct	individual	pending
vmv	Valley Maidu	extinct	individual	pending
vmw	Makhuwa	living	individual	pending
vmx	Tamazola Mixtec	living	individual	pending
vmy	Ayautla Mazatec	living	individual	pending
vmz	Mazatlán Mazatec	living	individual	pending
vnk	Vano	living	individual	pending
vnm	Vinmavis	living	individual	pending
vnp	Vunapu	living	individual	pending
vol	Volapük	constructed	individual	pending
vor	Voro	living	individual	pending
vot	Votic	living	individual	pending
vra	Vera'a	living	individual	pending
vro	Võro	living	individual	pending
vrs	Varisi	living	individual	pending
vrt	Burmbar	living	individual	pending
vsi	Moldova Sign Language	living	individual	pending
vsl	Venezuelan Sign Language	living	individual	pending
vsv	Valencian Sign Language	living	individual	pending
vto	Vitou	living	individual	pending
vum	Vumbu	living	individual	pending
vun	Vunjo	living	individual	pending
vut	Vute	living	individual	pending
vwa	Awa (China)	living	individual	pending
waa	Walla Walla	living	individual	pending
wab	Wab	living	individual	pending
wac	Wasco-Wishram	extinct	individual	pending
wad	Wandamen	living	individual	pending
wae	Walser	living	individual	pending
waf	Wakoná	extinct	individual	pending
wag	Wa'ema	living	individual	pending
wah	Watubela	living	individual	pending
wai	Wares	living	individual	pending
waj	Waffa	living	individual	pending
wal	Wolaytta	living	individual	pending
wam	Wampanoag	extinct	individual	pending
wan	Wan	living	individual	pending
wao	Wappo	extinct	individual	pending
wap	Wapishana	living	individual	pending
waq	Wagiman	living	individual	pending
war	Waray (Philippines)	living	individual	pending
was	Washo	living	individual	pending
wat	Kaninuwa	living	individual	pending
wau	Waurá	living	individual	pending
wav	Waka	living	individual	pending
waw	Waiwai	living	individual	pending
wax	Watam	living	individual	pending
way	Wayana	living	individual	pending
waz	Wampur	living	individual	pending
wba	Warao	living	individual	pending
wbb	Wabo	living	individual	pending
wbe	Waritai	living	individual	pending
wbf	Wara	living	individual	pending
wbh	Wanda	living	individual	pending
wbi	Vwanji	living	individual	pending
wbj	Alagwa	living	individual	pending
wbk	Waigali	living	individual	pending
wbl	Wakhi	living	individual	pending
wbm	Wa	living	individual	pending
wbp	Warlpiri	living	individual	pending
wbq	Waddar	living	individual	pending
wbr	Wagdi	living	individual	pending
wbs	West Bengal Sign Language	living	individual	pending
wbt	Warnman	living	individual	pending
wbv	Wajarri	living	individual	pending
wbw	Woi	living	individual	pending
wca	Yanomámi	living	individual	pending
wci	Waci Gbe	living	individual	pending
wdd	Wandji	living	individual	pending
wdg	Wadaginam	living	individual	pending
wdj	Wadjiginy	living	individual	pending
wdk	Wadikali	extinct	individual	pending
wdu	Wadjigu	extinct	individual	pending
wdy	Wadjabangayi	extinct	individual	pending
wea	Wewaw	extinct	individual	pending
wec	Wè Western	living	individual	pending
wed	Wedau	living	individual	pending
weg	Wergaia	living	individual	pending
weh	Weh	living	individual	pending
wei	Kiunum	living	individual	pending
wem	Weme Gbe	living	individual	pending
weo	Wemale	living	individual	pending
wep	Westphalien	living	individual	pending
wer	Weri	living	individual	pending
wes	Cameroon Pidgin	living	individual	pending
wet	Perai	living	individual	pending
weu	Rawngtu Chin	living	individual	pending
wew	Wejewa	living	individual	pending
wfg	Yafi	living	individual	pending
wga	Wagaya	extinct	individual	pending
wgb	Wagawaga	living	individual	pending
wgg	Wangkangurru	extinct	individual	pending
wgi	Wahgi	living	individual	pending
wgo	Waigeo	living	individual	pending
wgu	Wirangu	extinct	individual	pending
wgy	Warrgamay	living	individual	pending
wha	Sou Upaa	living	individual	pending
whg	North Wahgi	living	individual	pending
whk	Wahau Kenyah	living	individual	pending
whu	Wahau Kayan	living	individual	pending
wib	Southern Toussian	living	individual	pending
wic	Wichita	extinct	individual	pending
wie	Wik-Epa	extinct	individual	pending
wif	Wik-Keyangan	extinct	individual	pending
wig	Wik Ngathan	living	individual	pending
wih	Wik-Me'anha	living	individual	pending
wii	Minidien	living	individual	pending
wij	Wik-Iiyanh	living	individual	pending
wik	Wikalkan	living	individual	pending
wil	Wilawila	extinct	individual	pending
wim	Wik-Mungkan	living	individual	pending
win	Ho-Chunk	living	individual	pending
wir	Wiraféd	extinct	individual	pending
wiu	Wiru	living	individual	pending
wiv	Vitu	living	individual	pending
wiy	Wiyot	extinct	individual	pending
wja	Waja	living	individual	pending
wji	Warji	living	individual	pending
wka	Kw'adza	extinct	individual	pending
wkb	Kumbaran	living	individual	pending
wkd	Wakde	living	individual	pending
wkl	Kalanadi	living	individual	pending
wkr	Keerray-Woorroong	living	individual	pending
wku	Kunduvadi	living	individual	pending
wkw	Wakawaka	extinct	individual	pending
wky	Wangkayutyuru	extinct	individual	pending
wla	Walio	living	individual	pending
wlc	Mwali Comorian	living	individual	pending
wle	Wolane	living	individual	pending
wlg	Kunbarlang	living	individual	pending
wlh	Welaun	living	individual	pending
wli	Waioli	living	individual	pending
wlk	Wailaki	extinct	individual	pending
wll	Wali (Sudan)	living	individual	pending
wlm	Middle Welsh	historical	individual	pending
wln	Walloon	living	individual	pending
wlo	Wolio	living	individual	pending
wlr	Wailapa	living	individual	pending
wls	Wallisian	living	individual	pending
wlu	Wuliwuli	extinct	individual	pending
wlv	Wichí Lhamtés Vejoz	living	individual	pending
wlw	Walak	living	individual	pending
wlx	Wali (Ghana)	living	individual	pending
wly	Waling	extinct	individual	pending
wma	Mawa (Nigeria)	extinct	individual	pending
wmb	Wambaya	living	individual	pending
wmc	Wamas	living	individual	pending
wmd	Mamaindé	living	individual	pending
wme	Wambule	living	individual	pending
wmh	Waima'a	living	individual	pending
wmi	Wamin	extinct	individual	pending
wmm	Maiwa (Indonesia)	living	individual	pending
wmn	Waamwang	extinct	individual	pending
wmo	Wom (Papua New Guinea)	living	individual	pending
wms	Wambon	living	individual	pending
wmt	Walmajarri	living	individual	pending
wmw	Mwani	living	individual	pending
wmx	Womo	living	individual	pending
wnb	Wanambre	living	individual	pending
wnc	Wantoat	living	individual	pending
wnd	Wandarang	extinct	individual	pending
wne	Waneci	living	individual	pending
wng	Wanggom	living	individual	pending
wni	Ndzwani Comorian	living	individual	pending
wnk	Wanukaka	living	individual	pending
wnm	Wanggamala	extinct	individual	pending
wnn	Wunumara	extinct	individual	pending
wno	Wano	living	individual	pending
wnp	Wanap	living	individual	pending
wnu	Usan	living	individual	pending
wnw	Wintu	living	individual	pending
wny	Wanyi	living	individual	pending
woa	Kuwema	living	individual	pending
wob	Wè Northern	living	individual	pending
woc	Wogeo	living	individual	pending
wod	Wolani	living	individual	pending
woe	Woleaian	living	individual	pending
wof	Gambian Wolof	living	individual	pending
wog	Wogamusin	living	individual	pending
woi	Kamang	living	individual	pending
wok	Longto	living	individual	pending
wol	Wolof	living	individual	pending
wom	Wom (Nigeria)	living	individual	pending
won	Wongo	living	individual	pending
woo	Manombai	living	individual	pending
wor	Woria	living	individual	pending
wos	Hanga Hundi	living	individual	pending
wow	Wawonii	living	individual	pending
woy	Weyto	extinct	individual	pending
wpc	Maco	living	individual	pending
wra	Warapu	living	individual	pending
wrb	Waluwarra	extinct	individual	pending
wrd	Warduji	living	individual	pending
wrg	Warungu	extinct	individual	pending
wrh	Wiradjuri	extinct	individual	pending
wri	Wariyangga	extinct	individual	pending
wrk	Garrwa	living	individual	pending
wrl	Warlmanpa	living	individual	pending
wrm	Warumungu	living	individual	pending
wrn	Warnang	living	individual	pending
wro	Worrorra	extinct	individual	pending
wrp	Waropen	living	individual	pending
wrr	Wardaman	living	individual	pending
wrs	Waris	living	individual	pending
wru	Waru	living	individual	pending
wrv	Waruna	living	individual	pending
wrw	Gugu Warra	extinct	individual	pending
wrx	Wae Rana	living	individual	pending
wry	Merwari	living	individual	pending
wrz	Waray (Australia)	extinct	individual	pending
wsa	Warembori	living	individual	pending
wsg	Adilabad Gondi	living	individual	pending
wsi	Wusi	living	individual	pending
wsk	Waskia	living	individual	pending
wsr	Owenia	living	individual	pending
wss	Wasa	living	individual	pending
wsu	Wasu	extinct	individual	pending
wsv	Wotapuri-Katarqalai	extinct	individual	pending
wtf	Watiwa	living	individual	pending
wth	Wathawurrung	extinct	individual	pending
wti	Berta	living	individual	pending
wtk	Watakataui	living	individual	pending
wtm	Mewati	living	individual	pending
wtw	Wotu	living	individual	pending
wua	Wikngenchera	living	individual	pending
wub	Wunambal	living	individual	pending
wud	Wudu	living	individual	pending
wuh	Wutunhua	living	individual	pending
wul	Silimo	living	individual	pending
wum	Wumbvu	living	individual	pending
wun	Bungu	living	individual	pending
wur	Wurrugu	extinct	individual	pending
wut	Wutung	living	individual	pending
wuu	Wu Chinese	living	individual	pending
wuv	Wuvulu-Aua	living	individual	pending
